Review Text,Aspect Term,Aspect Category,Opinion Term,Sentiment Polarity,Done,Main,Human
"Really easy to transfer from another pension into my [Company X] pension. Everything was done for me, couldn't have been easier. Just filled the online details and the money was transferred from one to the other.",,,,,,1.0,
"Biggest con walking, tupee ( new company took over) to a new company, enrolled me with nest pensions, I emailed company for my sign in details, week later I got my sign in details, at this point I had1st months pension taken out before I even knew I had an account with them, when I finally got details I went and opt out straight away that day I got them in the post, now this month they've managed to take another payment after I've opt out, went to check nest account and showing zero, opt out again only this time my nest account was deleted when I opt out, got a letter almost 2 weeks after, they've had Â£100+ off me and they sent no statement of payments, plus they aint paying me my money back that they've now dishonestly stolen and I have no pension payments in my account.
Was going to move my other pension from other employer in nest, I strongly advise you not too and take copies and screenshot and videos to prove what you've paid to this company as you get no confirmation email saying you've opt out and delete your account",,,,,,1.0,
"Slow to show transferred money in the pension pot. Often takes days rather than hours.
Poor rate of return on investment.",,,,,,1.0,
Invests well and are well run company easy to navigate website,,,,,,1.0,
I want to know how take the money in one goal ; but have to be done by an expert on this topic,,,,,,1.0,
"[Company X] pension is the worst financial institution I have had the misfortune to have deal with and my complaint is still ongoing. All this is about transferring my pension pot to another provider.

Promised callbacks never materialised. I have excuses that they did not have my bank details, even though I was paying extra from my personal account, they delayed transfers, they miscalculated the amount to be transferred. Constant emailâs telling me I had a message and to log into my online account, which they closed when they transferred the wrong amount of money.

I was sent an opportunity to do a survey, which I completed, but it would not be accepted, possibly because it was so poor.",,,,,,1.0,
"[Company X] made the pension transfer easy peasy!
They took my info and did it all for me, confirming it, once it was done. Very simple, especially for me that hasn't a clue about this sort of stuff",,,,,,1.0,
Nice and easy to transfer from one pension to another.,,,,,,1.0,
I found my experience with [Company X] extremely satisfying.,,,,,,1.0,
Best is so easy to use . It keeps working behind the scenes and is a great way to save fir when you retire .,,,,,,1.0,
"Very good being able to transfer all in
One place",,,,,,1.0,
"They took care of everything! i gave all the necessary information about my previous pension and it was so easy! i was kept updated with what was happening and when it was done. one of the easiest online provesses I've ever done, it was made to be effortless.",,,,,,1.0,
Transferring pension into nest was so easy to do and done very quickly.,,,,,,1.0,
It was easy quick.. very professional and excellent service ðð,,,,,,1.0,
Consolidating my pension money into one was easy and stress free.,,,,,,1.0,
"[Company X] transferred my other pensions into one account with ease. I was impressed how straightforward and quick it was to get sorted out. Highly recommended, A*.",,,,,,1.0,
I wanted to calculate what my pension would be when deciding to retire in a few year's time and it was a really process. The app is easy to follow and made it easy for me to increase my own payments to [Company X]. I was impressed!,,,,,,1.0,
"So simple to do, and kept informed about progress of transaction",,,,,,1.0,
"I transfering my other two pension to [Company X]. Very easy and quick ,only fill up online form and few days later send to me email information the other provider send my money to my nest pension. Thank you so much.",,,,,,1.0,
Simple process to follow and [Company X] all the work for you when transferring my pension into [Company X],,,,,,1.0,
Iâm very pleased with the service I received.,,,,,,1.0,
I am really happy with the service.I canât fault you at all,,,,,,1.0,
The communication and rate of processing from [Company X]'S end was excellent. The issues I had were with the other company. They dragged it out over nearly 8 mths.,,,,,,1.0,
The transfer was dealt with very quickly and efficiently and was easy to do.,,,,,,1.0,
"Awfull, no one could explain to me why my money was being sent to someone i no longer work for, no one would respond to my messages asking NOT to pay my previous employer, no one heeded my warnings that now i wont get my money, you couldnt tell me how much i am due, in fact totally useless, I still have no answers, in fact I still dont have my money, and then you left the conversation so i couldnt further talk with you, absolutely and totally unacceptable. I still have money that you will not refund to me, or explain how i can get it, now ive lost my job and desperate for this money, im lost for words, terrible...",,,,,,1.0,
